INPUT:text_first,INPUT:text_second,OUTPUT:result,CONFIDENCE:result,vote_type,vote_different,vote_some_details_lost,vote_OK,average
"Ok, It's perfect! What's interesting there?",It is perfect. What is interesting?,OK,0.9999,13,0,1,3,2.75
"Sorry, that the ticket is non-refundable.","Sorry, the ticket is not refundable.",OK,0.9954,3,0,0,3,3
have a nice one,You should have a nice one.,OK,0.9954,3,0,0,3,3
"Congrates, your appointment is scheduled successfully.","Congratulations, your appointment is scheduled correctly.",OK,0.9997,4,0,0,4,3
It is a Comedy movie and the price per person is$6. Is that okay to you.,It's a comedy movie and the price per person is$6. Is that acceptable to you?,OK,0.9996,4,0,0,4,3
That sounds perfect,That sounds perfect to me.,OK,0.9999,4,0,0,4,3
"Leaving from London, UK on the 12th of this month and going to Seattle, WA.","I am leaving from London, United Kingdom on the 12th of this month and going to Seattle, Washington.",OK,0.9986,3,0,0,3,3
Please confirm: You want me to reserve a room for 2 days at Ac Hotel By Marriott Paris Porte Maillot.,if you want to reserve a room for 2 days at a martin porte maillot,some_details_lost,0.9999,13,1,3,0,1.75
Please confirm: Booking a standard card from March 12th until March 13th. Available for pickup at Santa Fe Depot at 6 pm.,Please confirm that you are booking a standard card from March 12th through March 13th. It is available for pickup at Santa Fe Depot at 6 PM.,OK,0.9999,4,0,0,4,3
Found 10 songs. What about a song Count On me by Connie Talbot in the album Beautiful World? which I think is the nice one to you.,"I have found ten songs. What about Count On Me by Connie Talbot in the album""Beautiful World?"" I think that is the nice one to you.",OK,0.9943,3,0,0,3,3
"Yes, I'd like to see Shazam!",yes i wanna see shazam,OK,0.9833,3,0,0,3,3
Can you tell me the date you want to watch it on first?,can you tell me the date u wanna watch it first?,OK,0.9999,3,0,0,3,3
I plan to leave from Los Angeles on the 3rd.,I'm gonna leave from LA on the 3rd.,OK,0.9998,4,0,0,4,3
"Great news, I was able to successfully complete your reservation. the phone number is+91 11 3955 5000. The total would be$1,120.","I was able to complete your reservation. The phone number is+91-11-3955-5000. The total is$1,120.",OK,0.9838,13,0,1,3,2.75
Could you play some music for me? I like Jason Chen. I really like Pop music.,can u play some music for me. i like jason chen i like pop music.,OK,0.9994,3,0,0,3,3
My apologies! I couldn't arrange the visit for you. Can I help you any further right now?,"My apologies, I apologize. I was unable to arrange the visit for you. Can I help you further?",OK,0.9996,3,0,0,3,3
The contact number is(212) 415-5788.,The telephone number is(212) 415-5788.,OK,0.9995,3,0,0,3,3
Thanks. Please can you add this event under the name Doctor appointment that is scheduled at 80 Nicholl Avenue at 12 in the afternoon to my calendar?,thanks:-) u can add it under the name doctor appointment at 80 nicholl avenue at 12 in the afternoon?,some_details_lost,0.9753,12,0,2,1,2.333333333
What kind of cab would you like? For example you could take a Luxury or a regular cab. What is your destination?,what kind of cab do you want? like you could take a luxury or a regular cab. whats your destination?,OK,0.9946,3,0,0,3,3
"I want to find out some dates for some events. I hear The Chats is a really good event. I am in Phoenix, AZ.","I would like to find out some dates for some events. I hear The Chats is a very good event. I live in Phoenix, Arizona.",OK,0.9946,3,0,0,3,3
Your ride has now been booked and the cab is on its way. The ride lasts about 11 minutes and the price will be$9.04.,your ride is booked now and the cab is on its way. the ride lasts like 11 minutes and it's$9.04.,OK,0.9946,3,0,0,3,3
"fine now I need to find accommodation, a house with a rating of at least 4.1.","now i need to find accommodation, at least 4.1.",some_details_lost,0.9955,13,0,3,1,2.25
"The average temperature for the day will be 75 degrees, with a 4 percent chance of rain.","75 degrees for the day, with a chance of rain.",some_details_lost,0.9997,12,0,2,1,2.333333333
You would like to reservation to be for 3 people at 1:15 pm. Is that all correct?,You would like to be reserved for three people at 1:15 pm. Is all that correct?,OK,0.9889,3,0,0,3,3
thats right,That is correct.,OK,0.9985,3,0,0,3,3
I want to rent a car on Thursday next week till 13th of March in Fremont.,"I would like to rent a car on Thursday, the 13th of March in Fremont.",OK,0.9982,3,0,0,3,3
I couldn't find any other movies matching your preferences. Is there anything else I can help with?,I was unable to find any other movies that match your preferences. Is there anything else that I can help with?,OK,0.9938,3,0,0,3,3
"I'm leaving NY on the 9th of March, preferably via Southwest Airlines.","I am leaving New York on the 9th of March, especially via Southwest Airlines.",some_details_lost,0.9618,12,0,2,1,2.333333333
What time would you like to pick it up?,what time would you pick it up?,OK,0.9922,3,0,0,3,3
Your visit to Arbors At Mountain View is confirmed. Their number is 650-965-8290. Yes it is furnished.,Arbors At Mountain View- You've seen it. they are 650-965-8290 yea its furnished.,some_details_lost,0.9999,3,0,3,0,2
I want to find a flight from ATL on the 1st and the returning date is 4th of March.,i want to find a flight from atl on the 1st and the return date is 4th of march,OK,0.9953,3,0,0,3,3
Please confirm 1 Economy ticket on Alaska Airlines from Los Angeles to Portland that departs on March 7th at 7:25 am and returns on March 13th at 1:55 pm.,1 Economy ticket on Alaska Airlines from LA to Portland 7:25 AM& return 13:55 pm,some_details_lost,0.9999,3,0,3,0,2
I would like an appointment at 14:30 on the 9th.,14:30 on the 9th i would like to have an appointment at 14:30.,OK,0.9744,13,0,1,3,2.75
What time is the reservation for?,What is the reservation for?,different,0.9999,3,3,0,0,1
"OK, can you please confirm that you want to book 1 room at 45 Park Lane in London from March 5th to March 12th.",Can you confirm that you would like to book one room at 45 Park Lane in London from March 5th through March 12th?,OK,0.9932,3,0,0,3,3
"Okay, you want to watch The Innocent with subtitles. Please confirm.","Okay, you would like to watch""The Innocent"" with subtitles. Please confirm that you are correct.",OK,0.9999,3,0,0,3,3
I am looking for an event in SF on 13th of march,I am looking for an event in San Francisco on the thirteenth of March.,OK,0.9999,3,0,0,3,3
"I'd like you to confirm some details for me. You'll be staying in London, there are 3 people in your group altogether, and you'll be checking in next Monday, and checking out on March 14th. Is all of that correct?","I would like you to confirm some details. You will be staying in London, there are three people in your group and you will be checking out on March fourteenth. Is that correct?",OK,0.9999,12,0,1,2,2.666666667
How about Next Wednesday at eleven in the morning? I need it at Portland.,How about next Wednesday at eleven o'clock? I need it in Portland.,OK,0.9999,12,0,1,2,2.666666667
I need to rent a car in Portland on the 6th of this month at 3 pm.,i need to rent a car in Portland on the 6th of this month at 3pm,OK,1,3,0,0,3,3
"Okay, please make sure this is all correct, the flight is leaving from New York next Wednesday at 8:20 am to Phoenix. It returns next Friday leaving at 7:15 am. It will be on United Airlines. And it is 1 seat in Economy.","ok make sure this is all right, the flight is leaving from new york next week at 8:20 am to phoenix it comes back next friday at 7:15 it will be on united airlines and it's 1 seat in economy.",some_details_lost,0.9999,3,0,3,0,2
"Yes, I would like to stay at Meriton Suites Bondi Junction.",yeah i wanna stay at meriton suites bondi junction,OK,0.9999,3,0,0,3,3
"Ok, that one sounds good. Can you make a reservation for 1 day on the 1st?",ok that one sounds good. 1 day on the 1st?,some_details_lost,0.9635,3,0,3,0,2
We have successfully reserved rooms for you. The contact number is+1 212-873-5222. The total amount payable is 2904 dollars.,we have sex with you and it works.+1 212-873-5222 2904 dollars is the total amount to pay.,different,1,6,6,0,0,1
I would like to find a concert in Berkeley.,i want to find a concert in berkely,OK,0.988,3,0,0,3,3
There are 3 matches. Bajis Cafe in Mountain View is nice.,There are three matches available. Bajis Cafe in Mountain View is a nice place.,OK,0.9999,3,0,0,3,3
Please confirm you are visiting the Heritage Park Apartments on March 13th.,"Please confirm that you are visiting the Heritage Park Apartments on March 13, 2013.",OK,0.9999,12,0,1,2,2.666666667
I would like events occurring in Chi-town,i would like to see something happening in chi-town.,OK,0.9971,3,0,0,3,3
"I'm looking for flights from LAX to Vancouver, BC. I'll be returning on the 13th of this month.","I am searching for flights from LAX to Vancouver, BC. I will be returning on the thirteenth of this month.",OK,0.9971,3,0,0,3,3
"Okay, just confirm that I'll book an appointment at 9:45 am on March 1st at the Sport Clips Haircuts of Brentwood?",Please confirm that I will book an appointment at 9:45 a.m. on March 1st at the Sport Clips Haircuts of Brentwood.,OK,0.9993,3,0,0,3,3
They're located at 15208 East 14th Street. Their phone number is 510-415-3420.,"15208 East 14th Street, they're at 15208 East 14th Street their phone# is 510-415-3420",OK,0.9993,3,0,0,3,3
"Yes, let's continue to try and find a car. This time search for a small car till March 9th.","yeah, let's keep trying to find a car. this time search for a small car till march 9",OK,0.987,13,0,1,3,2.75
Thank you! I also wanted to ask about the attractions there. Can you also find me a Museum?,Thank you for your efforts. I also wanted to inquire about the attractions there. Can you find me at the museum?,different,0.9999,2,2,0,0,1
"I have 10 houses available for your search. There's a nice one at 1003 Coast Boulevard, La Jolla, California 92037, United States. That house's rating is 4.6.","i have 10 houses for you to look at. 1003 Coast Boulevard, La Jolla, CA 92037 US that house is 4.6",some_details_lost,0.9999,12,0,2,1,2.333333333
I will be leaving from Washington on the 10th of March going to CDMX. I would prefer a business or economy seat.,I will be leaving from Washington on the 10th of March to attend CDMX. I would prefer a business or economic seat.,OK,0.9999,3,0,0,3,3
I will need the car for use till next Tuesday.,I'll need the car till next thursday,OK,0.9833,12,0,1,2,2.666666667
No. Thank you. you've already done enough.,"No, it is not. Thank you, I appreciate you. You have already completed enough.",some_details_lost,0.9999,12,1,2,0,1.666666667
Search yielded 10 results. Alcatraz is a cool Historical Landmark.,The search resulted in ten results. Alcatraz is a great historical landmark.,OK,0.9936,12,0,1,2,2.666666667
"Perfect, thank you. Where does the flight leave from?","Thank you, it is perfect. Where does the flight depart from?",OK,0.9999,3,0,0,3,3
The contact phone is 925-225-1555.,925-225-1555,OK,0.9854,12,1,0,2,2.333333333
"There's 5 apartments meeting your criteria in San Ramon out of which I recommend Bollinger Crest Apartments, priced at $4,350 per month with 3 bedrooms and 3 bathrooms as requested. The property is located at 4000 Bollinger Crest Common.","there are 5 apartments in san ramon, 4350 per month with 3 bedrooms and 3 bathrooms. 4000 Bollinger Crest Common :)",some_details_lost,0.9917,12,1,2,0,1.666666667
"Yeah, I do. What's the cost?",yeah i do what is the cost?,OK,0.9883,3,0,0,3,3
Is there a specific restaurant you like? Do you have a preferred city for where you want the restaurant to be?,Is there a restaurant that you like? Do you have a preferred location for the restaurant?,OK,0.9883,3,0,0,3,3
I would like to pick up a small car at 3 pm. Are there any small cars available?,i wanna pick up a small car at 3 pm. there are any small cars out there?,OK,0.9997,4,0,0,4,3
Can you find me attractions to visit at the museum in Washington?,can u go to the museum in washington and see whats up?,different,1,12,2,0,1,1.666666667
Okay. Can you make a reservation for the restaurant? I need a table for four for half past 12 in the afternoon.,"Okay, I agree. Could you make a reservation for the restaurant? I need to have a table for four in the afternoon.",some_details_lost,0.9999,12,1,2,0,1.666666667
"No, That will be all.","No, that is all.",OK,0.9997,3,0,0,3,3
"I want some ramen, I'm really craving it. Can you find me an afforadable place in Morgan Hill?",I want some ramen...I'm craving it. can you find me in morgan hill?,some_details_lost,0.9999,3,0,3,0,2
That is good but are there other events?,thats good but are there other things?,OK,0.9999,12,1,0,2,2.333333333
I found 10 hotels for you. Perhaps 28 Hotel Sydney? It has a 4.2 rating.,I found ten hotels that are suitable for you. Perhaps the 28 Hotel Sydney. It has a rating of 4.2.,OK,0.9999,3,0,0,3,3
I appreciate very much the help you are giving me.,I appreciate the help you are providing me with.,OK,0.9999,3,0,0,3,3
Do you want to add it at 109 Plaza Dr. Gateway Plaza Center? At what time do you want to add it?,"Do you want to add it at 109 Plaza Dr, Gateway Plaza Center? When do you want to add it?",OK,0.9999,13,0,1,3,2.75
Please can you book at 5 pm?,can u book at 5 pm,OK,0.9999,3,0,0,3,3
"I want to find something to do with music. A concert, or anything.","I would like to find something related to music. It is a concert, or something similar.",OK,0.9958,3,0,0,3,3
yes that's all correct.,"Yes, that is correct.",OK,0.9643,12,0,1,2,2.666666667
I want SF. I want to eat at Crazy Pepper. Schedule fo night 8.,i want sf. I wanna eat at Crazy Pepper. schedule for a night 8,OK,0.997,3,0,0,3,3
Review these details and confirm to me that you want a ride to Best Taste Sushi& Chinese Restaurant for 1 person and you like a Pool ride.,check out these details and tell me you want a ride to Best Taste Sushi& Chinese Restaurant for 1 person and you like a pool ride,OK,0.997,3,0,0,3,3
"Please confirm the following details: Bermuda Garden Apartments, next monday","Please confirm the following information: Bermuda Garden Apartments, next Monday.",OK,0.997,3,0,0,3,3
"Sure, no problem. Your search yielded 8 General Practitioner in Petaluma, among them Dr. Fasih A. Hameed, MD.","Yes, there is no problem. Your search resulted eight general practitioners in Petaluma, among them Dr. Fasih A. Hameed, MD.",OK,0.9994,4,0,0,4,3
There is a Southwest Airlines flight that leaves at 3:25 pm. It has 0 stops and costs$70.,Southwest Airlines flight leaves at 3:25 pm. It costs$70 and has zero stops.,OK,0.9972,3,0,0,3,3
Your check out PNE/Playland. It is a Theme Park.,Check out PNE or Playland. It's a theme park.,OK,0.9891,3,0,0,3,3
Okay. You'll instead book a table for 1 at 54 Mint Ristorante Italiano in San Francisco at 1:15 pm on March 14th?,"ok, okay... 54 Mint Ristorante Italiano in San Francisco at 1:15 on mar 14?",different,0.998,13,3,0,1,1.5
Preferably the one on March 11th.,The one on March 11th is preferable.,OK,0.9891,3,0,0,3,3
There is one in economy extra departing at 5 pm for$57 per ticket.,There is one in economy that departs at 5 pm for fifty dollars per ticket.,different,1,12,2,0,1,1.666666667
"Where can I get a bus to Seattle, WA?","where can i get a bus to washington, WA?",some_details_lost,0.9871,3,0,3,0,2
Me and my friends are planning to take a bus. We're four in total. Can you find a bus for us?,My friends and I are planning to take a bus. There are four in total. Can you locate a bus for us?,OK,0.9972,3,0,0,3,3
I want to pick it up around three pm today. I need it until the 4th.,I would like to pick it up around three pm today. I need it until the fourth day.,some_details_lost,0.978,12,0,2,1,2.333333333
do it for me at 11:15 in the morning.,Do it for me at 11:00 a.M.,some_details_lost,0.9871,3,0,3,0,2
I'd like to check in today and leave March 2nd. I like the Luma Hotel Times Square.,I would like to check in today and leave on March 2nd. I enjoy the Luma Hotel Times Square.,OK,0.9999,4,0,0,4,3
"Yes, and I plan to check out on March 14th.","Yes, and I will check out on March 14th.",OK,0.9877,12,0,1,2,2.666666667
Ok I'm in. Can you get me bus tickets to go? I'll leave tomorrow at eight am from Washington,ok im in. can u get me bus tickets to go? i'll leave tomorrow at 8am from washington,OK,0.9999,3,0,0,3,3
I think that seeing Carmina Burana perform should be interesting. Is there anything for San Fran?,i think carmina burana should be cool. is there anything for san francisco?,some_details_lost,0.9885,13,0,3,1,2.25
I want to leave on March 11th from LA to SD.,I would like to leave on March 11th from Los Angeles to SD.,OK,0.9843,3,0,0,3,3
I will be leaving on the 1st. I would like to travel with Air Canada. I am going to New York City from Vancouver.,I will be leaving on the first day. I would enjoy traveling with Air Canada. I'm going to New York City from Vancouver.,OK,0.9969,3,0,0,3,3
Could you reserve bus tickets going from Fresno to Vegas?,can u get bus tickets from freno to vegas?,OK,0.9994,3,0,0,3,3
"Yes, I want a round trip flight to go there. I will return next Friday","Yes, I would like to go there on a round trip flight. I will return next week.",some_details_lost,0.9985,14,0,4,1,2.2
the 6th of this month at afternoon 2 is when id like an appointment.,The 6th of this month at noon is when I would like an appointment.,some_details_lost,0.9654,12,0,2,1,2.333333333
when are you traveling back,when u are traveling back.,OK,0.9999,12,1,0,2,2.333333333
Please note that their phone number is 415-802-1700 and their address is 1355 Market Street#120.,they are 415-802-1700 and their address is 1355 market street#120,OK,0.9999,3,0,0,3,3
"I can help. What kind of events do you like? You can give me a type, like music or sports.","I am able to help. What type of events do you enjoy? You can give me a type, such as music or sports.",OK,1,3,0,0,3,3
Yeah thats perfect,That is perfect.,OK,1,3,0,0,3,3
"Okay, no problem. Let me see if I got everything correctly: You'd like to reserve 1 room at Residence Inn By Marriott Vancouver Downtown, in Vancouver. You'd like to check in on March 5th, and check out on March 12th.",Okay. No problem. Let me know if I have everything right: You would like to reserve one room at Residence Inn by Marriott Vancouver Downtown in Vancouver. You would like to check in on March 5th and then check out on March 12th.,OK,0.9983,13,0,1,3,2.75
"Epic is another good property located at 600 Epic Way. The property has 4 bedrooms and 3 baths. The rental is$5,150 each month.","Epic is another great property located at 600 Epic Way. The property has four bedrooms and three bathrooms. The rental is five,150 dollars per month.",OK,0.9999,3,0,0,3,3
Which is your reaching place?,What is your destination?,OK,0.9999,3,0,0,3,3
The flight sounds good. Will there be a bus going there? I need for 4 people economy extra tickets leaving the 11th of this month.,The flight sounds great. Will there be a bus going to that location? I need for four people's economy tickets on the eleventh of this month.,OK,0.9995,3,0,0,3,3
Thank you. Have a great day.,"Thank you, I appreciate you. Have a wonderful day.",some_details_lost,0.9914,13,0,3,1,2.25
I want to find some country songs. I like Darius Rucker and the album When Was The Last Time.,"I would like to find some country music. I like Darius Rucker's album""When Was the Last Time.""",OK,0.987,4,0,0,4,3
"All right. I can find that that for you. Please let me know when you'd like to travel, your departure city, and the date of your return flight.","All right, all right. I am able to find that for you. Please let me know when you would like to go, your departure city, and the date of your return flight.",OK,0.9902,3,0,0,3,3
I am leaving on the 8th of March and want to get back on March 11th. I will be traveling to Ciudad de Mexico.,I'm leaving on the 8th of march and i want to get back on March 11. I'm going to Ciudad de mexican.,OK,0.9977,4,0,0,4,3
There is a nice Nature Preserve at 56 Signers of the Declaration of Independence Memorial.,56 Signers of Independence Memorial - Nature Preserve!,some_details_lost,0.954,12,0,2,1,2.333333333
I would like to hear Fortunately I Met You by Witwisit Hiranyawongkul.,I'd like to hear Luckily I Met You by Witwisit Hiranyawongkul!,OK,0.9955,13,1,0,3,2.5
"Would you like to visit a General Practitioner called Alphaeus Wise, MD in Walnut Creek?","go to a general practitioner called Alphaeus Wise, MD in Walnut Creek.",different,1,12,2,0,1,1.666666667
Ok cool. I also want to see a drama imax movie at United Artists Stonestown Twin.,"Okay, that is fine. I would like to see a drama imax movie at United Artists Stonestown Twin.",OK,0.993,3,0,0,3,3
I have found 8 possible buses for you that match your preferences. The best one in my opinion leaves at 10:20 am and is a Flexible ticket for$91,i have found 8 buses for you that fit your taste. the best one in my opinion leaves at 10:20 am and it's a flexible ticket for$91,OK,0.9998,3,0,0,3,3
Your car has been successfully reserved. It will cost$120.,Your automobile has been successfully reserved. It will cost approximately $120.,OK,0.9996,3,0,0,3,3
Check for 2 tickets on the 10th of this month in NYC.,Check for two tickets on the tenth of this month in New York City.,OK,0.9808,3,0,0,3,3
"I would rather visit on the 7th at 5 o""clock in the evening.",I'd rather go to the 7th at 5 oclock in the evening,OK,0.9808,3,0,0,3,3
Can you please confirm that you want me to place a reservation for you for a Standard class car to be picked up at 3:30 pm on March 3rd at Charles de Gaulle International Airport. Car must me dropped off on March 5th.,Can you please confirm that you would like me to make a reservation for you? The car must be dropped off on March 5th.,some_details_lost,0.9999,3,0,3,0,2
"Okay, so you would like to reserve 1 room at the Doubletree By Hilton Hotel Fresno Convention Center in Fresno, checking in March 1st, and staying for 1 day. Is that correct?",You would like to reserve one room at the Hilton Hotel Fresno Convention Center in Fresno and stay for one day. Is this correct?,some_details_lost,0.9945,3,0,3,0,2
"How about the blue jays vs braves, at the Rogers Centre",How about the Blue Jays versus the Braves at the Roger's Centre?,OK,0.9977,3,0,0,3,3
"Yes, but later. Now I need to find a bus to my destination. I want to leave on the 9th of March.","Yes, but it will be later. I need to find a bus to my destination. I would like to leave on the 9th of March.",OK,0.9977,3,0,0,3,3
"No, not now. Thanks.","No, not at this time. Thank you for the information.",some_details_lost,0.9999,3,0,3,0,2
"I want to buy a ticket to an event, is there anything in Seattle, WA?","I would like to purchase a ticket to an event in Seattle, WA.",some_details_lost,0.9999,12,0,2,1,2.333333333
Schedule is changed to 12 pm on next Friday. Please confirm to make an appointment.,The schedule is changed to 12 pm on Friday. Please confirm that you would like to make an appointment.,some_details_lost,0.9912,13,0,3,1,2.25
SAN International Airport is the location of flight departure.,SAN IS THE PLACE OF FLYING AROUND.,different,1,6,6,0,0,1
"I found 5 cars that might interest you. One is a nice, Standard Accord, available for pickup on March 3rd from Gatwick International Airport",i found 5 cars that might interest you. one is a nice standard accord for pickup on march 3rd from gatwick international airport.,OK,0.9999,4,0,0,4,3
Search attractions in San Fran.,Search for attractions in San Francisco.,OK,0.9503,2,0,0,2,3
Let's try something else. Bebe Rexha plays songs I find enjoyable.,try something else. bebere rexha plays songs that i think are fun.,OK,0.9503,2,0,0,2,3
Thanks. I need to find a house to stay there for one person.,thanks :-) I need a house to stay there for one person.,OK,0.9999,2,0,0,2,3
"I am planning to leave on Thursday next week from Vancouver, BC to Seattle.",i'm going to leave on thursday next week from Vancouver BC to Seattle,OK,0.9999,12,1,0,2,2.333333333
I am booking 3 tickets to the Huichica Music Festival. The event is on March 8th in Santa Rosa. Is this correct?,I am planning to purchase three tickets to the Huichica Music Festival. The event will be held on March 8th in Santa Rosa. Is that correct?,OK,0.9532,12,0,1,2,2.666666667
"That sounds wonderful. Where will I be arriving in Chicago, and which airport will my flight depart from?",That sounds like a great thing. where will i be arriving in chicago and what airport will my flight go from?,OK,0.9987,3,0,0,3,3
Where do you plan on visiting? What date will you be returning? Where will you depart from?,where do u plan on going to? what date are you coming back? where will u go from?,OK,1,3,0,0,3,3
"You'd like 1 room at The Muse Sarovar Portico Kapashera, New Delhi in Delhi for arrival on March 3rd and departure on March 8th. Is this correct?",You would like one room at the Muse Sarovar Portico Kapashera in New Delhi on March 3rd and March 8th. Is that correct?,OK,1,12,0,1,2,2.666666667
On the 5th. I'll pick it up in Vancouver around 11 in the morning.,on the 5th I'll pick it up in Vancouver around 11.,OK,1,12,0,2,1,2.333333333
"Would you like flying with Delta Airlines, with the flight which leaves at 5:50 am and when it returns it leaves at 11:55 am. The price for this flight ticket is$118.",Would you like to fly with Delta Airlines? The flight leaves at 5:50 AM and when it returns at 11:55 am? The price for this ticket is$118.,OK,0.9999,12,0,1,2,2.666666667
"I have found 1 ophthalmologist in fremont. I recomment dr. james n. cohn, md.",I have found one ophthalmologist in Frenton. I recommend Dr. James and Cohn.,different,0.9999,12,2,0,1,1.666666667
Could you help me source a house.,Could you please help me find a house?,OK,0.9882,3,0,0,3,3
I'd like to hear that please.,i want to hear that please.,OK,0.9547,3,0,0,3,3
I can help you with your reservation for this hotel. Please give me a moment. Here you go! The booking details are - At Hampton Inn Portland-Airport located at Portland you will be checking in by today and leaving by March 13th and the reservation is done for 1 room. Please can you confirm me?,"I can assist you with your reservation. Please give me some time. Here you are! The booking details are: At Hampton Inn Portland-Airport located at Portland, you will be checking in by tomorrow and leaving on March 13th. Can you confirm my identity?",some_details_lost,0.9999,12,0,2,1,2.333333333
"Sure, who will you be sending it to? And how much will you send?",sure who will u be sending it to? and how much will u send?,OK,0.9547,3,0,0,3,3
"Could you please tell me the location of your departure and destination and the return date, please?","please tell me where you go and what your destination is, and the return date?",OK,0.9965,3,0,0,3,3
When are you returning? From which airport are you departing from? When are you planning to leave?,when are you coming back? what airport are you going to? when are you gonna leave?,OK,0.9965,3,0,0,3,3
I like to book a car there and pick up the car in Hartsfield-Jackson around afternoon 3:15. I want the car from 6th of march.,i like to book a car there and pick up the car in hartsfield-jackson around 3pm. i want the car from 6th of march,some_details_lost,0.9715,3,0,3,0,2
I'm not looking to purchase tickets now but just wanted to inquire. I am done now.,I'm not looking to buy tickets right now but just wanted to ask. i'm done now.,OK,0.9996,3,0,0,3,3
I will be leaving on March 3rd and I wish to return on the 14th of March.,i'm leaving on march 3rd and i want to come back on the 14th of march,OK,0.9996,3,0,0,3,3
Your reservation has been confirmed. The number is+1 416-977-5000 and yes this place does have laundry service.,your reservation has been confirmed!+1 416-977-5000 and yes this place has laundry service.,OK,0.9995,3,0,0,3,3
"I am somewhat bored so I want you to help me, to find something interesting to do. What I am looking for is something around Phoenix, AZ. I will be free this Sunday, and I usually enjoy watching Baseball.","I am somewhat bored, so I would like you to help me find something interesting to do. I am looking for something around Phoenix, Arizona. I will be free this Sunday. I usually enjoy watching baseball.",OK,0.9853,12,0,1,2,2.666666667
Yes that works for me. Where is the venue located?,"Yes, that is what works for me. What is the location of the venue?",OK,0.9914,12,1,0,2,2.333333333
"Can you find me some interesting things to do in Phoenix, AZ?","Can you find some interesting things I can do in Phoenix, Arizona?",OK,0.9931,12,0,1,2,2.666666667
"Yes, that's correct. How long will the ride take and how much does it cost?",That is correct. How long will the ride take and how much is it cost?,OK,0.999,3,0,0,3,3
"After doing further research, I've decided to travel to Paris instead.",i've done more research and now i'm going to paris,OK,0.9663,3,0,0,3,3
Leaving on the 6th from Seattle and returning March 14th.,I will leave on the 6th from Seattle and return on March 14th.,OK,0.9985,4,0,0,4,3
"No, I do not. I would like to finda movie to stream. I prefer movies directed by Eric Khoo; preferably a Drama.","no i don't. i wanna find a movie to stream. i like movies directed by eric khoo,preferably a drama.",OK,1,3,0,0,3,3
Confirm Bistro Aix and the city is San Francisco. Reservation os 1:15 pm and for 2 people today,The city of San Francisco is Confirm Bistro Aix. Reservation is at 1:15 pm and for two people.,OK,0.9999,12,0,1,2,2.666666667
I'll go on the 3rd. There are two of us.,"I will go on the third. There are two of us, there are two of us.",OK,1,3,0,0,3,3
There is an event name Mets Vs Braves and it is at Citi Field.,Mets Vs Braves- Citi Field,different,0.9999,12,1,0,2,2.333333333
Thanks. Are there any drama movies directed by Laure de Clermont-Tonnerre to watch online?,Thank you for the information. Are there any drama movies directed by Laure de Clermont-Tonnerre?,some_details_lost,0.9999,13,1,3,0,1.75
Found 4 results. A bus which departs at 7:20 am with 0 transfers under cost $37 is suitable to you I think. What about your's?,4 results:) 7:20 am with 0 transfers under$37 is good for you. what about yours.,some_details_lost,0.9614,3,0,3,0,2
"Is there any particular type of food you are looking for?. I have many choices in my list like Italian, Chinese or any other type. Please pick your option to search.","is there any kind of food you are looking for? I have a lot of choices in my list like italian,chinese, etc. just go to search and type in your name.",some_details_lost,0.983,12,0,2,1,2.333333333
"I will be traveling form Sacramento to Long Beach, CA on the 7th of March.","I'm going from california to long beach, CA on the 7th of march",some_details_lost,0.9999,3,0,3,0,2
"Okay, how about Red Joan?",ok how about red jennifer?,different,0.9999,3,3,0,0,1
Yes. What's their address?,"yea, yeah. what is there address?",OK,0.995,3,0,0,3,3
I see. What's the name of the bus station that bus is departing from? And which station does the bus reach?,I understand. What is the name of the bus station that bus is leaving from? What station does the bus reach?,OK,0.995,3,0,0,3,3
"Great, that sounds good to me.",i think that sounds good to me.,OK,0.9933,3,0,0,3,3
The first flight lands at 1:42 pm and the second flight lands at 8:47 am.,1:42 and the 2nd flight is 8:47,some_details_lost,0.9999,12,1,2,0,1.666666667
"Yes, I'd like to find a hotel, one that allows pets.",yes i want to find a hotel that lets pets.,OK,0.9988,3,0,0,3,3
"I am in mood of watching a movie, so I want to find a Drama movie online, because I usually enjoy watching that genre, but I want the movie to be directed by Madeleine Olnek.",i want to find a drama movie online because i like that kind of thing but i want the movie to be madeleine olnek,some_details_lost,0.9994,4,0,4,0,2
Sure. Where are you looking?,"Yes, yes. Where are you searching?",OK,0.9998,4,0,0,4,3
"I'm going to London, England, and I want to check in on the 1st of this month, and checkout on March 14th","I am going to London, England and I would like to check in on the first of this month.",some_details_lost,0.9984,4,0,4,0,2
There's one at 7 am for$23 with 0 transfers.,There is one at 7 o'clock for$23 with no transfers.,OK,0.9996,13,0,1,3,2.75
It permits pets.,it allows pets.,OK,0.9997,4,0,0,4,3
Please confirm table at Gay 90's Pizza Co. for 2 in Pleasanton at 1:15 pm on March 10th.,Please confirm the table at Gay 90's Pizza Co.,some_details_lost,0.9893,3,0,3,0,2
"Sorry, I was unable to make that reservation Is there anything else I can assist you with?","sorry i couldn't make that reservation, is there anything else i can help you with?",OK,0.9999,3,0,0,3,3
Please confirm the details once more. The event is Atlanta Summer Organ Festival and the total number of tickets is 4.,"if you want to confirm it again, please tell me! it's agata summer organ festival and the total number of tickets is 4.",different,0.9966,3,3,0,0,1
